Distance,Correlation,Abs_Correlation
Distance (26 to 60),-0.5913839127067133,0.5913839127067133
Distance (13 to 38),-0.5913798812767117,0.5913798812767117
Distance (18 to 44),-0.5913178699484238,0.5913178699484238
Distance (26 to 54),-0.5913002151083063,0.5913002151083063
Distance (38 to 59),-0.5912620919454649,0.5912620919454649
Distance (23 to 61),-0.5912156580437045,0.5912156580437045
Distance (12 to 24),-0.5911546004037536,0.5911546004037536
Distance (27 to 62),-0.5911121882496488,0.5911121882496488
Distance (24 to 66),-0.5911111124420533,0.5911111124420533
Distance (22 to 56),-0.5910638692640973,0.5910638692640973
Distance (20 to 65),-0.5910480490391453,0.5910480490391453
Distance (26 to 44),-0.5910259608049822,0.5910259608049822
Distance (18 to 23),-0.5910230984975617,0.5910230984975617
Distance (26 to 30),-0.5910221091569189,0.5910221091569189
Distance (6 to 38),-0.591008930059436,0.591008930059436
Distance (18 to 34),-0.5909799924602394,0.5909799924602394
Distance (21 to 67),-0.5909722690808041,0.5909722690808041
Distance (4 to 20),-0.5909364310555157,0.5909364310555157
Distance (31 to 38),-0.5909238035192966,0.5909238035192966
Distance (26 to 56),-0.5909136132236751,0.5909136132236751
Distance (29 to 46),-0.5909045663732186,0.5909045663732186
Distance (46 to 52),-0.5909040030280084,0.5909040030280084
Distance (6 to 25),-0.5908794196040046,0.5908794196040046
Distance (22 to 53),-0.5908552609691524,0.5908552609691524
Distance (12 to 25),-0.5908483233233082,0.5908483233233082
Distance (23 to 67),-0.5908185029493259,0.5908185029493259
Distance (18 to 52),-0.5907673764665902,0.5907673764665902
Distance (26 to 59),-0.5907290658053642,0.5907290658053642
Distance (30 to 44),-0.5907204477004883,0.5907204477004883
Distance (44 to 54),-0.5906935266802026,0.5906935266802026
Distance (25 to 49),-0.59066040578544,0.59066040578544
Distance (18 to 68),-0.5906415762384836,0.5906415762384836
Distance (38 to 68),-0.5906157291093954,0.5906157291093954
Distance (18 to 53),-0.5905945789455073,0.5905945789455073
Distance (26 to 53),-0.5905902110395809,0.5905902110395809
Distance (45 to 61),-0.5905818816102012,0.5905818816102012
Distance (40 to 48),-0.5905761715265405,0.5905761715265405
Distance (26 to 58),-0.5905664235124527,0.5905664235124527
Distance (22 to 55),-0.5905620995341474,0.5905620995341474
Distance (19 to 57),-0.5905263387369375,0.5905263387369375
Distance (44 to 52),-0.5905028842704372,0.5905028842704372
Distance (19 to 54),-0.5903858308691112,0.5903858308691112
Distance (38 to 65),-0.5903581990277181,0.5903581990277181
Distance (12 to 18),-0.5903429692479263,0.5903429692479263
Distance (26 to 51),-0.5903397821296729,0.5903397821296729
Distance (19 to 56),-0.5902879419186997,0.5902879419186997
Distance (24 to 26),-0.5902210287072686,0.5902210287072686
Distance (26 to 50),-0.5901939066039752,0.5901939066039752
Distance (12 to 44),-0.5901377784562973,0.5901377784562973
Distance (19 to 58),-0.5900467016722788,0.5900467016722788
Distance (23 to 65),-0.5899975741913359,0.5899975741913359
Distance (46 to 60),-0.5899935718445417,0.5899935718445417
Distance (21 to 66),-0.5899918110207134,0.5899918110207134
Distance (26 to 68),-0.5899902762323462,0.5899902762323462
Distance (39 to 60),-0.5899611648594822,0.5899611648594822
Distance (44 to 60),-0.5899607565595588,0.5899607565595588
Distance (13 to 20),-0.5898741613802965,0.5898741613802965
Distance (3 to 19),-0.5898639234167006,0.5898639234167006
Distance (22 to 52),-0.5897905456053929,0.5897905456053929
Distance (12 to 22),-0.5897515736916251,0.5897515736916251
Distance (44 to 56),-0.5897414364800839,0.5897414364800839
Distance (23 to 55),-0.5897397551848739,0.5897397551848739
Distance (38 to 58),-0.5896513769352145,0.5896513769352145
Distance (13 to 45),-0.58961759513792,0.58961759513792
Distance (25 to 66),-0.5896145259264988,0.5896145259264988
Distance (46 to 54),-0.5895506281731474,0.5895506281731474
Distance (32 to 46),-0.5894954890155825,0.5894954890155825
Distance (29 to 42),-0.5894872672611758,0.5894872672611758
Distance (39 to 54),-0.5894601892490944,0.5894601892490944
Distance (13 to 21),-0.5894591616461057,0.5894591616461057
Distance (7 to 20),-0.5894589602383633,0.5894589602383633
Distance (18 to 57),-0.5894109612368238,0.5894109612368238
Distance (12 to 39),-0.5894033129750285,0.5894033129750285
Distance (18 to 54),-0.5894031672139658,0.5894031672139658
Distance (5 to 21),-0.5893809898420141,0.5893809898420141
Distance (37 to 42),-0.5893604075901815,0.5893604075901815
Distance (12 to 19),-0.5893498076005008,0.5893498076005008
Distance (22 to 65),-0.5893446295666478,0.5893446295666478
Distance (25 to 61),-0.5893256470282203,0.5893256470282203
Distance (18 to 56),-0.5893176087204661,0.5893176087204661
Distance (13 to 25),-0.5893074750527787,0.5893074750527787
Distance (12 to 26),-0.5892461599536089,0.5892461599536089
Distance (26 to 67),-0.5892403567615669,0.5892403567615669
Distance (6 to 26),-0.5892280136928638,0.5892280136928638
Distance (46 to 51),-0.5891245989641024,0.5891245989641024
Distance (44 to 55),-0.589075408777002,0.589075408777002
Distance (22 to 57),-0.5890455124048157,0.5890455124048157
Distance (39 to 53),-0.5889754980308197,0.5889754980308197
Distance (46 to 50),-0.5889678121297413,0.5889678121297413
Distance (45 to 66),-0.588954637535215,0.588954637535215
Distance (26 to 65),-0.5889153115739089,0.5889153115739089
Distance (18 to 58),-0.5888918607677641,0.5888918607677641
Distance (26 to 49),-0.588885967267612,0.588885967267612
Distance (44 to 65),-0.5888736612957653,0.5888736612957653
Distance (13 to 26),-0.5888260569955451,0.5888260569955451
Distance (18 to 35),-0.5887852364746705,0.5887852364746705
Distance (44 to 57),-0.5887598191309492,0.5887598191309492
Distance (18 to 29),-0.5887028546535652,0.5887028546535652
Distance (30 to 39),-0.5886794471176815,0.5886794471176815
Distance (44 to 53),-0.588665446316698,0.588665446316698
Distance (44 to 51),-0.5886043429340552,0.5886043429340552
Distance (6 to 46),-0.5885882561923904,0.5885882561923904
Distance (13 to 18),-0.5885697179173058,0.5885697179173058
Distance (30 to 46),-0.5885431221421767,0.5885431221421767
Distance (23 to 66),-0.5885158122975681,0.5885158122975681
Distance (46 to 53),-0.5885037110610999,0.5885037110610999
Distance (46 to 57),-0.5884860894826238,0.5884860894826238
Distance (6 to 39),-0.5884658006644137,0.5884658006644137
Distance (12 to 23),-0.5884575114814754,0.5884575114814754
Distance (13 to 27),-0.5884456433437607,0.5884456433437607
Distance (46 to 59),-0.5884435795702647,0.5884435795702647
Distance (5 to 24),-0.5884053143480371,0.5884053143480371
Distance (44 to 59),-0.5883939971246441,0.5883939971246441
Distance (46 to 56),-0.5883628749044953,0.5883628749044953
Distance (19 to 67),-0.5883320716166718,0.5883320716166718
Distance (39 to 61),-0.5883087009642601,0.5883087009642601
Distance (7 to 45),-0.5882481158002202,0.5882481158002202
Distance (13 to 24),-0.5882454380492106,0.5882454380492106
Distance (6 to 44),-0.588216893966229,0.588216893966229
Distance (11 to 20),-0.5882126115186188,0.5882126115186188
Distance (13 to 44),-0.5881512035362589,0.5881512035362589
Distance (39 to 56),-0.5881218669542957,0.5881218669542957
Distance (44 to 50),-0.5881021067432722,0.5881021067432722
Distance (7 to 24),-0.5880524268972518,0.5880524268972518
Distance (26 to 55),-0.5880473086992023,0.5880473086992023
Distance (18 to 30),-0.5879886626220029,0.5879886626220029
Distance (12 to 37),-0.5879756965441376,0.5879756965441376
Distance (35 to 47),-0.5879733997900464,0.5879733997900464
Distance (46 to 68),-0.5879566454353048,0.5879566454353048
Distance (7 to 18),-0.5879457930111641,0.5879457930111641
Distance (39 to 52),-0.5879453536892685,0.5879453536892685
Distance (13 to 22),-0.5879446657721549,0.5879446657721549
Distance (27 to 34),-0.5879045987029056,0.5879045987029056
Distance (5 to 45),-0.5878599699895231,0.5878599699895231
Distance (39 to 49),-0.5878568151184024,0.5878568151184024
Distance (38 to 66),-0.5878294758717854,0.5878294758717854
Distance (11 to 38),-0.5877830665160422,0.5877830665160422
Distance (38 to 67),-0.5877671289618247,0.5877671289618247
Distance (46 to 58),-0.5877409192955502,0.5877409192955502
Distance (12 to 27),-0.5875679932745441,0.5875679932745441
Distance (44 to 58),-0.5875615570368461,0.5875615570368461
Distance (47 to 63),-0.5874991724557134,0.5874991724557134
Distance (44 to 68),-0.5874337991321635,0.5874337991321635
Distance (18 to 36),-0.5874101962435747,0.5874101962435747
Distance (13 to 19),-0.58738954423199,0.58738954423199
Distance (5 to 25),-0.5873714125072765,0.5873714125072765
Distance (5 to 23),-0.5873391434663889,0.5873391434663889
Distance (19 to 66),-0.5873295776309502,0.5873295776309502
Distance (13 to 39),-0.5873068045457942,0.5873068045457942
Distance (11 to 21),-0.587300574339552,0.587300574339552
Distance (46 to 49),-0.5872548198109498,0.5872548198109498
Distance (26 to 61),-0.5872542525589304,0.5872542525589304
Distance (46 to 65),-0.5872381026788852,0.5872381026788852
Distance (29 to 63),-0.5872183464198065,0.5872183464198065
Distance (5 to 38),-0.5871794771477896,0.5871794771477896
Distance (18 to 67),-0.5871439142315616,0.5871439142315616
Distance (26 to 66),-0.5871329622592473,0.5871329622592473
Distance (7 to 19),-0.5871300765493095,0.5871300765493095
Distance (19 to 55),-0.5871273040941868,0.5871273040941868
Distance (7 to 23),-0.5870627660175038,0.5870627660175038
Distance (14 to 38),-0.587052533802032,0.587052533802032
Distance (39 to 51),-0.5870344780906697,0.5870344780906697
Distance (22 to 51),-0.5870285886692129,0.5870285886692129
Distance (26 to 31),-0.5869735780236139,0.5869735780236139
Distance (47 to 62),-0.5868627833381153,0.5868627833381153
Distance (22 to 59),-0.5868608611460037,0.5868608611460037
Distance (7 to 21),-0.5868570165015435,0.5868570165015435
Distance (13 to 37),-0.5868476283738513,0.5868476283738513
Distance (37 to 54),-0.5868436646495633,0.5868436646495633
Distance (12 to 46),-0.5868317854285044,0.5868317854285044
Distance (7 to 25),-0.5867965561782009,0.5867965561782009
Distance (27 to 57),-0.5867626770652744,0.5867626770652744
Distance (22 to 60),-0.5867548613508798,0.5867548613508798
Distance (39 to 57),-0.5867476168713568,0.5867476168713568
Distance (27 to 54),-0.5867354449083267,0.5867354449083267
Distance (11 to 24),-0.5867178432954032,0.5867178432954032
Distance (29 to 44),-0.5866647292862542,0.5866647292862542
Distance (27 to 52),-0.5866586851409721,0.5866586851409721
Distance (22 to 58),-0.5866188805407612,0.5866188805407612
Distance (39 to 55),-0.586590046884334,0.586590046884334
Distance (39 to 59),-0.586588705757676,0.586588705757676
Distance (18 to 55),-0.5865411593261146,0.5865411593261146
Distance (27 to 60),-0.5864803226882135,0.5864803226882135
Distance (18 to 66),-0.5864601520160044,0.5864601520160044
Distance (11 to 18),-0.5864526605047347,0.5864526605047347
Distance (27 to 56),-0.5864503422849332,0.5864503422849332
Distance (39 to 50),-0.5864350582411191,0.5864350582411191
Distance (27 to 44),-0.5864167715284442,0.5864167715284442
Distance (36 to 37),-0.58641257792194,0.58641257792194
Distance (22 to 42),-0.5864093316388721,0.5864093316388721
Distance (46 to 55),-0.5863183323974598,0.5863183323974598
Distance (46 to 67),-0.5862986814770502,0.5862986814770502
Distance (19 to 65),-0.5862768114209045,0.5862768114209045
Distance (29 to 62),-0.5862586190172416,0.5862586190172416
Distance (23 to 45),-0.5862257700544786,0.5862257700544786
Distance (51 to 63),-0.58621880060973,0.58621880060973
Distance (44 to 49),-0.5861853618816173,0.5861853618816173
Distance (37 to 53),-0.5861541820922127,0.5861541820922127
Distance (5 to 26),-0.5861307563532365,0.5861307563532365
Distance (35 to 37),-0.586080081261406,0.586080081261406
Distance (27 to 28),-0.5860738830498936,0.5860738830498936
Distance (34 to 37),-0.5859939315910473,0.5859939315910473
Distance (6 to 27),-0.5859617440160876,0.5859617440160876
Distance (29 to 64),-0.5859461018650748,0.5859461018650748
Distance (11 to 25),-0.5858765420564256,0.5858765420564256
Distance (27 to 59),-0.5857994664701238,0.5857994664701238
Distance (27 to 58),-0.5857925645643965,0.5857925645643965
Distance (18 to 28),-0.5857477022729654,0.5857477022729654
Distance (42 to 64),-0.5856489992105778,0.5856489992105778
Distance (11 to 19),-0.5855980380935898,0.5855980380935898
Distance (18 to 65),-0.5855708733863852,0.5855708733863852
Distance (22 to 41),-0.5855395064766215,0.5855395064766215
Distance (30 to 37),-0.5855356080313758,0.5855356080313758
Distance (11 to 45),-0.5855000897767986,0.5855000897767986
Distance (27 to 33),-0.5854907215741104,0.5854907215741104
Distance (44 to 67),-0.5853771015779157,0.5853771015779157
Distance (14 to 20),-0.5853610253627821,0.5853610253627821
Distance (27 to 65),-0.5853603111484915,0.5853603111484915
Distance (28 to 63),-0.5853205746090882,0.5853205746090882
Distance (39 to 68),-0.5852960697948916,0.5852960697948916
Distance (39 to 65),-0.5852776117155155,0.5852776117155155
Distance (37 to 56),-0.5852425507170627,0.5852425507170627
Distance (31 to 44),-0.5852400226037004,0.5852400226037004
Distance (7 to 26),-0.5852347679049766,0.5852347679049766
Distance (28 to 64),-0.5852244563495608,0.5852244563495608
Distance (14 to 27),-0.5851406777055703,0.5851406777055703
Distance (27 to 53),-0.5851264333445395,0.5851264333445395
Distance (14 to 18),-0.5851087339944226,0.5851087339944226
Distance (18 to 31),-0.5850780743677713,0.5850780743677713
Distance (22 to 68),-0.5850673736021333,0.5850673736021333
Distance (27 to 68),-0.5850612888089796,0.5850612888089796
Distance (18 to 37),-0.5850576465005273,0.5850576465005273
Distance (27 to 50),-0.5850071275288604,0.5850071275288604
Distance (39 to 58),-0.5849201386302364,0.5849201386302364
Distance (46 to 61),-0.5849183681178511,0.5849183681178511
Distance (27 to 51),-0.5848603384886029,0.5848603384886029
Distance (7 to 38),-0.5847880569914056,0.5847880569914056
Distance (47 to 64),-0.5847358742432024,0.5847358742432024
Distance (37 to 55),-0.584685464719566,0.584685464719566
Distance (11 to 23),-0.5846665355542932,0.5846665355542932
Distance (13 to 46),-0.5846616193825456,0.5846616193825456
Distance (27 to 67),-0.584497071521357,0.584497071521357
Distance (37 to 60),-0.5844937070328196,0.5844937070328196
Distance (8 to 20),-0.5844572945466988,0.5844572945466988
Distance (28 to 39),-0.5844390485765273,0.5844390485765273
Distance (5 to 39),-0.5843497547944463,0.5843497547944463
Distance (27 to 49),-0.5843137255641732,0.5843137255641732
Distance (14 to 21),-0.5843105846459944,0.5843105846459944
Distance (44 to 61),-0.584298969239423,0.584298969239423
Distance (27 to 55),-0.5842893701962445,0.5842893701962445
Distance (37 to 52),-0.5841650721647719,0.5841650721647719
Distance (5 to 46),-0.584161727289434,0.584161727289434
Distance (7 to 46),-0.5841470965782448,0.5841470965782448
Distance (23 to 26),-0.5841230849494216,0.5841230849494216
Distance (14 to 26),-0.5841208646237932,0.5841208646237932
Distance (11 to 22),-0.5841090115530078,0.5841090115530078
Distance (13 to 23),-0.5841057279578252,0.5841057279578252
Distance (10 to 20),-0.5840939664039586,0.5840939664039586
Distance (29 to 32),-0.5840252873079785,0.5840252873079785
Distance (28 to 62),-0.583992562347795,0.583992562347795
Distance (22 to 67),-0.5839887209442239,0.5839887209442239
Distance (11 to 39),-0.5839832151459087,0.5839832151459087
Distance (22 to 66),-0.5839572913371442,0.5839572913371442
Distance (7 to 44),-0.5839254694277697,0.5839254694277697
Distance (11 to 26),-0.583905433509798,0.583905433509798
Distance (22 to 50),-0.583738120393445,0.583738120393445
Distance (28 to 48),-0.5837247419251779,0.5837247419251779
Distance (29 to 33),-0.58363382958576,0.58363382958576
Distance (3 to 20),-0.583560660908387,0.583560660908387
Distance (14 to 19),-0.5835568897634892,0.5835568897634892
Distance (27 to 32),-0.5835452321469253,0.5835452321469253
Distance (37 to 61),-0.5835283380233591,0.5835283380233591
Distance (14 to 37),-0.5834965286955376,0.5834965286955376
Distance (31 to 62),-0.5834258992679392,0.5834258992679392
Distance (24 to 25),-0.5833567465512516,0.5833567465512516
Distance (12 to 42),-0.5833338246992414,0.5833338246992414
Distance (11 to 44),-0.5833134203425664,0.5833134203425664
Distance (31 to 46),-0.5832982857682704,0.5832982857682704
Distance (8 to 18),-0.5832481764326036,0.5832481764326036
Distance (6 to 47),-0.583241001413174,0.583241001413174
Distance (9 to 20),-0.5832164483012987,0.5832164483012987
Distance (37 to 57),-0.5831650403950226,0.5831650403950226
Distance (37 to 51),-0.5831538678824377,0.5831538678824377
Distance (46 to 66),-0.5831513914597329,0.5831513914597329
Distance (30 to 62),-0.5831377399125485,0.5831377399125485
Distance (40 to 43),-0.5830790856771357,0.5830790856771357
Distance (14 to 25),-0.5830473512696999,0.5830473512696999
Distance (13 to 42),-0.5830443644561362,0.5830443644561362
Distance (37 to 65),-0.582987069515047,0.582987069515047
Distance (33 to 47),-0.5829558513312462,0.5829558513312462
Distance (30 to 63),-0.582913682660836,0.582913682660836
Distance (6 to 22),-0.5829101086314645,0.5829101086314645
Distance (8 to 24),-0.5829000358552332,0.5829000358552332
Distance (32 to 47),-0.5828606563477544,0.5828606563477544
Distance (5 to 44),-0.5828431033714867,0.5828431033714867
Distance (42 to 63),-0.5828092621338837,0.5828092621338837
Distance (5 to 27),-0.5827733717904469,0.5827733717904469
Distance (21 to 38),-0.5827309434237512,0.5827309434237512
Distance (10 to 24),-0.5827195254133267,0.5827195254133267
Distance (44 to 66),-0.5826749761690292,0.5826749761690292
Distance (14 to 22),-0.5825981198382683,0.5825981198382683
Distance (46 to 47),-0.5825964069782105,0.5825964069782105
Distance (10 to 21),-0.5825824236102924,0.5825824236102924
Distance (28 to 36),-0.5825647583812146,0.5825647583812146
Distance (8 to 19),-0.5824175223215736,0.5824175223215736
Distance (27 to 61),-0.5823423820697476,0.5823423820697476
Distance (10 to 18),-0.5823368835382302,0.5823368835382302
Distance (9 to 24),-0.5823021541971928,0.5823021541971928
Distance (39 to 67),-0.5822858846668171,0.5822858846668171
Distance (33 to 42),-0.582275416900241,0.582275416900241
Distance (14 to 39),-0.5822592390675557,0.5822592390675557
Distance (11 to 37),-0.5822496369514564,0.5822496369514564
Distance (27 to 66),-0.5822156275325764,0.5822156275325764
Distance (31 to 39),-0.5821917255086502,0.5821917255086502
Distance (7 to 27),-0.582172891556806,0.582172891556806
Distance (37 to 59),-0.5821302103464664,0.5821302103464664
Distance (28 to 32),-0.5821289805650528,0.5821289805650528
Distance (29 to 35),-0.582096349283951,0.582096349283951
Distance (39 to 66),-0.5820692435598919,0.5820692435598919
Distance (7 to 39),-0.5820519738973943,0.5820519738973943
Distance (8 to 21),-0.5820178702901596,0.5820178702901596
Distance (8 to 45),-0.5820085662546152,0.5820085662546152
Distance (28 to 41),-0.581972147686328,0.581972147686328
Distance (8 to 25),-0.5818770491183589,0.5818770491183589
Distance (10 to 25),-0.5818298731978007,0.5818298731978007
Distance (34 to 47),-0.5818230666434637,0.5818230666434637
Distance (6 to 37),-0.5817394834226174,0.5817394834226174
Distance (10 to 38),-0.5817372751601891,0.5817372751601891
Distance (10 to 19),-0.5816986494549474,0.5816986494549474
Distance (4 to 25),-0.5816561425386081,0.5816561425386081
Distance (34 to 62),-0.5816049265862114,0.5816049265862114
Distance (9 to 18),-0.5815601962036703,0.5815601962036703
Distance (4 to 21),-0.5815181924264544,0.5815181924264544
Distance (8 to 23),-0.581515946157911,0.581515946157911
Distance (9 to 25),-0.5814940153482944,0.5814940153482944
Distance (4 to 24),-0.5814911567475549,0.5814911567475549
Distance (22 to 61),-0.5814100684375275,0.5814100684375275
Distance (11 to 27),-0.5813646312249791,0.5813646312249791
Distance (47 to 60),-0.5813577117483982,0.5813577117483982
Distance (4 to 26),-0.5813200343562842,0.5813200343562842
Distance (37 to 49),-0.5813004496460444,0.5813004496460444
Distance (27 to 29),-0.5812831637146023,0.5812831637146023
Distance (9 to 21),-0.5812585448428441,0.5812585448428441
Distance (15 to 38),-0.5812254777777279,0.5812254777777279
Distance (52 to 64),-0.5811922215042119,0.5811922215042119
Distance (37 to 50),-0.5811724338531297,0.5811724338531297
Distance (9 to 19),-0.5809717682155109,0.5809717682155109
Distance (37 to 68),-0.5809633386410836,0.5809633386410836
Distance (47 to 49),-0.5809559369803475,0.5809559369803475
Distance (42 to 62),-0.5809348357617636,0.5809348357617636
Distance (37 to 58),-0.5809179463893511,0.5809179463893511
Distance (10 to 23),-0.5808047301650155,0.5808047301650155
Distance (4 to 45),-0.5806469405989879,0.5806469405989879
Distance (29 to 36),-0.58064296460003,0.58064296460003
Distance (22 to 49),-0.5806331456777282,0.5806331456777282
Distance (9 to 45),-0.580632820929782,0.580632820929782
Distance (47 to 50),-0.5806235357807912,0.5806235357807912
Distance (9 to 23),-0.580511606797182,0.580511606797182
Distance (10 to 45),-0.5805057075824256,0.5805057075824256
Distance (15 to 18),-0.5804193412650617,0.5804193412650617
Distance (11 to 46),-0.5804063643013821,0.5804063643013821
Distance (34 to 63),-0.5803756037162701,0.5803756037162701
Distance (30 to 47),-0.580353981512775,0.580353981512775
Distance (14 to 24),-0.5802780764783275,0.5802780764783275
Distance (8 to 26),-0.5802669059396264,0.5802669059396264
Distance (14 to 42),-0.5802465859348638,0.5802465859348638
Distance (27 to 47),-0.5801838080076351,0.5801838080076351
Distance (28 to 35),-0.5800384675076108,0.5800384675076108
Distance (5 to 47),-0.5800221585058976,0.5800221585058976
Distance (8 to 38),-0.5799882295824695,0.5799882295824695
Distance (28 to 44),-0.5799455396680507,0.5799455396680507
Distance (18 to 39),-0.5799177435659121,0.5799177435659121
Distance (10 to 26),-0.5799116378341919,0.5799116378341919
Distance (9 to 26),-0.5798406244742723,0.5798406244742723
Distance (30 to 33),-0.5798234921327107,0.5798234921327107
Distance (36 to 42),-0.5797999804816876,0.5797999804816876
Distance (42 to 54),-0.5797633221253752,0.5797633221253752
Distance (27 to 30),-0.5797216071698688,0.5797216071698688
Distance (15 to 20),-0.5797144553861414,0.5797144553861414
Distance (37 to 66),-0.5795939684867687,0.5795939684867687
Distance (28 to 33),-0.5795040013301054,0.5795040013301054
Distance (9 to 38),-0.5794516697304152,0.5794516697304152
Distance (7 to 22),-0.5792837411428899,0.5792837411428899
Distance (42 to 55),-0.5791062574401815,0.5791062574401815
Distance (14 to 45),-0.5791056857791681,0.5791056857791681
Distance (23 to 25),-0.5789491500269298,0.5789491500269298
Distance (15 to 37),-0.5788923175142394,0.5788923175142394
Distance (30 to 64),-0.5788862059905112,0.5788862059905112
Distance (4 to 23),-0.5788812344895579,0.5788812344895579
Distance (43 to 63),-0.5787147049604067,0.5787147049604067
Distance (37 to 67),-0.5787139303756027,0.5787139303756027
Distance (14 to 44),-0.5786838641665426,0.5786838641665426
Distance (15 to 19),-0.5786764572674843,0.5786764572674843
Distance (24 to 27),-0.5786398882734094,0.5786398882734094
Distance (29 to 34),-0.5782465663986173,0.5782465663986173
Distance (48 to 63),-0.5782331845878057,0.5782331845878057
Distance (10 to 22),-0.5782268343722515,0.5782268343722515
Distance (57 to 67),-0.5782215089452455,0.5782215089452455
Distance (4 to 27),-0.578152356860835,0.578152356860835
Distance (10 to 39),-0.577990520229981,0.577990520229981
Distance (8 to 44),-0.5779842462078055,0.5779842462078055
Distance (6 to 61),-0.5779388357157523,0.5779388357157523
Distance (47 to 51),-0.5778932210155763,0.5778932210155763
Distance (16 to 18),-0.5778761983179909,0.5778761983179909
Distance (42 to 56),-0.5778315263303709,0.5778315263303709
Distance (47 to 61),-0.5777871565638515,0.5777871565638515
Distance (12 to 41),-0.5777811333494032,0.5777811333494032
Distance (31 to 37),-0.5777632256574621,0.5777632256574621
Distance (15 to 21),-0.5777540909163262,0.5777540909163262
Distance (8 to 46),-0.57770846587278,0.57770846587278
Distance (16 to 38),-0.5776620073737762,0.5776620073737762
Distance (4 to 46),-0.5776343052608192,0.5776343052608192
Distance (10 to 44),-0.5776171140518657,0.5776171140518657
Distance (41 to 64),-0.5775449162409123,0.5775449162409123
Distance (43 to 64),-0.5774916100524766,0.5774916100524766
Distance (27 to 31),-0.5774636705939462,0.5774636705939462
Distance (35 to 42),-0.5774049107380619,0.5774049107380619
Distance (31 to 63),-0.5773954442005431,0.5773954442005431
Distance (48 to 62),-0.5773814834021357,0.5773814834021357
Distance (43 to 62),-0.5773692374099235,0.5773692374099235
Distance (47 to 59),-0.5773300214308252,0.5773300214308252
Distance (17 to 37),-0.5772309328760025,0.5772309328760025
Distance (6 to 28),-0.5772000750607547,0.5772000750607547
Distance (17 to 18),-0.5771787072878155,0.5771787072878155
Distance (34 to 64),-0.5771646833876692,0.5771646833876692
Distance (8 to 27),-0.5771603957648134,0.5771603957648134
Distance (47 to 52),-0.5771350055405743,0.5771350055405743
Distance (19 to 39),-0.5771019926027723,0.5771019926027723
Distance (5 to 37),-0.5770937685181284,0.5770937685181284
Distance (2 to 19),-0.5770351373431076,0.5770351373431076
Distance (13 to 41),-0.5770272189639492,0.5770272189639492
Distance (17 to 42),-0.5770095477574091,0.5770095477574091
Distance (6 to 29),-0.5769973313912142,0.5769973313912142
Distance (10 to 27),-0.5769929303736996,0.5769929303736996
Distance (9 to 44),-0.5769886859265955,0.5769886859265955
Distance (16 to 37),-0.57696191156111,0.57696191156111
Distance (25 to 27),-0.5769609369633264,0.5769609369633264
Distance (7 to 47),-0.5769027798212801,0.5769027798212801
Distance (9 to 27),-0.5768720928794953,0.5768720928794953
Distance (20 to 39),-0.5768677223100689,0.5768677223100689
Distance (6 to 48),-0.5768664428802096,0.5768664428802096
Distance (32 to 41),-0.5768362597973846,0.5768362597973846
Distance (42 to 65),-0.5767630600725253,0.5767630600725253
Distance (8 to 39),-0.5767135629262357,0.5767135629262357
Distance (42 to 53),-0.5766588845076245,0.5766588845076245
Distance (47 to 68),-0.5764550515011423,0.5764550515011423
Distance (4 to 38),-0.5764502997440542,0.5764502997440542
Distance (5 to 22),-0.5764300897058986,0.5764300897058986
Distance (15 to 42),-0.5763499635585051,0.5763499635585051
Distance (7 to 37),-0.576304687941333,0.576304687941333
Distance (3 to 26),-0.5762948904409053,0.5762948904409053
Distance (11 to 42),-0.5762231779981863,0.5762231779981863
Distance (9 to 46),-0.576206164870581,0.576206164870581
Distance (6 to 43),-0.5761971419752167,0.5761971419752167
Distance (17 to 38),-0.5761689426418379,0.5761689426418379
Distance (36 to 48),-0.5761451667655363,0.5761451667655363
Distance (12 to 65),-0.5760006762360211,0.5760006762360211
Distance (28 to 60),-0.5759970699805076,0.5759970699805076
Distance (48 to 64),-0.5759967802135285,0.5759967802135285
Distance (9 to 39),-0.5759566715585264,0.5759566715585264
Distance (12 to 28),-0.5759547219295644,0.5759547219295644
Distance (9 to 22),-0.5759421538734738,0.5759421538734738
Distance (40 to 64),-0.5759032320083277,0.5759032320083277
Distance (35 to 63),-0.5758565112864987,0.5758565112864987
Distance (59 to 67),-0.5758538881582203,0.5758538881582203
Distance (25 to 46),-0.5758512839777002,0.5758512839777002
Distance (12 to 40),-0.5758194317006385,0.5758194317006385
Distance (36 to 43),-0.5757999363382338,0.5757999363382338
Distance (10 to 37),-0.5757601781383289,0.5757601781383289
Distance (16 to 19),-0.5757573448275906,0.5757573448275906
Distance (16 to 20),-0.5757503190378181,0.5757503190378181
Distance (10 to 46),-0.5757244177603037,0.5757244177603037
Distance (23 to 27),-0.5757064296007587,0.5757064296007587
Distance (28 to 34),-0.5756040166538648,0.5756040166538648
Distance (15 to 39),-0.5755964212351001,0.5755964212351001
Distance (15 to 22),-0.575562378671743,0.575562378671743
Distance (8 to 22),-0.57554778741725,0.57554778741725
Distance (16 to 42),-0.5754609430944849,0.5754609430944849
Distance (3 to 25),-0.5753256475483448,0.5753256475483448
Distance (23 to 24),-0.5753164458619299,0.5753164458619299
Distance (29 to 60),-0.5751714441213608,0.5751714441213608
Distance (29 to 30),-0.5749549202386678,0.5749549202386678
Distance (2 to 26),-0.5748909778529518,0.5748909778529518
Distance (17 to 19),-0.5748033854050667,0.5748033854050667
Distance (41 to 63),-0.5747843475749801,0.5747843475749801
